# collected from ~/text (user diary) via MeCab enumeration.
あ	亜
まくらもと	枕元
まぐろ	鮪
まけ	負,負け
まけいぬ	負け犬
まけずぎらい	負けず嫌い
まこ	眞子
まこと	誠,真琴,眞,慎
まこまない	真駒内
まご	孫
まごころ	真心
まごめ	馬込
まさお	正雄
まさき	松前,正樹
まさこ	雅子,正子
まさつ	摩擦
まさと	雅人,将人
まさとし	雅俊
まさひこ	真彦
まさみ	雅美
まさゆき	真之
まさよし	正義
まさる	大,勝
まざわ	間沢
まし	増し
ましけ	増毛
ました	真下
ましゅう	摩周
まじめ	真面目
まじゅつ	魔術
まじょ	魔女
まじん	魔神
ます	鱒
ますい	麻酔
ますやま	増山
ませ	間瀬
また	股,叉
またい	又井
またうえ	また上
またした	また下
まだい	真鯛
まち	街,町,待,待ち
まちあい	待合,待ち合い
まちあいしつ	待合室
まちあわせ	待ち合わせ,待合せ
まちかど	街角
まちがい	間違い
まちじかん	待ち時間
まちだ	町田
まちなか	町中
まちなみ	町並み
まちはずれ	町外れ
まちばり	待ち針
まちぼうけ	待ち惚け
まちや	町屋
まぢか	間近
まっか	真っ赤
まっき	末期
まっくら	真っ暗
まっくろ	真っ黒
まっこう	真っ向
まっさお	真っ青
まっさき	真っ先,先崎
まっさつ	抹殺
まっしゃ	末社
まっしょう	抹消,末梢
まっしょうめん	真正面
まっしろ	真っ白
まっすぐ	真っ直ぐ
まったん	末端
まっちゃ	抹茶
まっとう	真っ当,全う
まっぴつ	末筆
まつ	松
まつうら	松浦
まつえ	松江
まつお	松尾
まつおか	松岡
まつかわ	松川
まつさか	松阪
まつざかや	松坂屋
まつした	松下
まつじめ	末締め
まつたけ	松茸
まつだ	松田
まつなが	松永
まつの	松野,松乃
まつばづえ	松葉杖
まつばら	松原
まつび	末尾
まつぼっくり	松ぼっくり
まつみや	松宮
まつむら	松村
まつもと	松本
まつや	松屋
まつやま	松山
まつやまひがし	松山東
まつり	祭り,祭,祀り
まつろ	末路
まと	的
まとい	纏
まとはずれ	的外れ
まど	窓
まどか	瞬,圓,円か
まどがわ	窓側
まどぎわ	窓際
まどぐち	窓口
まどべ	窓辺
まどり	間取り
まな	真菜
まないた	まな板
まなか	間中
まなざし	眼差し
まなつ	真夏
まなづる	真鶴
まなび	学び
まなびや	学び舎
まなぶ	学,學
まなみ	愛美
まぬけ	間抜け
まね	真似
まねきねこ	招き猫
まばたき	瞬き
まばら	疎ら
まひ	麻痺
まびき	間引き
まふ	麻布
まふゆ	真冬
まぶた	瞼
まぶち	馬淵,馬渕
まほう	魔法
まほうつかい	魔法使い,魔法使
まほうびん	魔法瓶
まぼろし	幻
まみ	真美,目見
まむかい	真向かい
まめ	豆
まめいた	豆板
まめつぶ	豆粒
まもう	摩耗
まもの	魔物
まもる	衛,護,葵,守
まや	摩耶
まゆ	眉,繭
まゆげ	眉毛
まゆみ	檀
まよ	真夜
まよい	迷い
まよこ	真横
まり	茉里,真里
まりこ	麻里子
まりょく	魔力
まる	丸
まるい	丸井
まるいいまい	丸井今井
まるおか	丸岡
まるがめ	丸亀
まるぜん	丸善
まるた	丸太
まるだし	丸出し
まるのうち	丸の内
まるのうちせん	丸ノ内線
まるみ	丸み
まるみえ	丸見え
まるめごさ	丸め誤差
まるやき	丸焼き
まるやま	丸山,円山
まるやまこうえん	円山公園
まるわ	丸和
まれ	稀,希
まわし	回し
まわり	周り,回り,廻り,廻
まわりみち	回り道
まんいん	満員
まんえつ	満悦
まんえん	まん延
まんかい	満開
まんが	漫画
まんがいち	万が一
まんがく	満額
まんきつ	満喫
まんげつ	満月
まんさい	満載
まんさつ	万札
まんざい	漫才
まんしつ	満室
まんしゃ	満車
まんしゅう	満州
まんしん	満身
まんじゅう	饅頭
まんじゅうや	饅頭屋
まんせい	慢性
まんせいばし	万世橋
まんせき	満席
まんぞく	満足
まんだん	漫談
まんてん	満点
まんなか	真ん中
まんねんひつ	万年筆
まんぱい	満杯
まんぷく	満腹
まんまえ	真ん前
まんまん	満々
まんめん	満面
まんようしゅう	万葉集
まんるい	満塁
み	身,実,魅
みあい	見合い
みうけ	身請け
みうごき	身動き
みうち	身内
みうら	三浦
みうらはんとう	三浦半島
みえ	見え,三重,見栄
みえっぱり	見栄っ張り
みお	美緒,澪,未央
みおくり	見送り
みおとり	見劣り
みおぼえ	見覚え
みか	美華,美香,美夏
みかい	未開
みかえり	見返り
みかく	味覚
みかけ	見掛け,見かけ
みかげ	御影
みかた	見方,味方
みかづき	三日月
みかど	帝
みかどやま	三角山
みかみ	三上
みかん	蜜柑
みがき	磨き
みがきこ	磨き粉
みがく	琢,磨
みがる	身軽
みがわり	身代わり
みき	幹,未記,瑞希,美貴,美樹
みきり	見切り
みきわめ	見極め
みぎ	右
みぎあし	右足
みぎかた	右肩
みぎがわ	右側
みぎて	右手
みぎはし	右端
みぎひだり	右左
みぎまえ	右前
みぎむき	右向き
みぎめ	右目
みけいけん	未経験
みけん	眉間
みこ	巫女,巫
みこし	御輿
みこと	尊
みこみ	見込み
みこん	未婚
みごたえ	見応え
みごと	見事
みごろ	見頃
みさお	操
みさか	美坂
みさかい	見境
みさき	三崎,岬
みささ	三朝
みさと	美里
みさわ	三澤,三沢
みしま	三島,三嶋
みしゅう	未収
みじかめ	短め
みじたく	身支度
みじめ	惨め
みじん	微塵
みじんぎり	みじん切り
みすい	未遂
みすぎ	美杉
みすず	美鈴
みすみ	三角
みず	水,瑞
みずあか	水垢
みずあげ	水揚げ
みずあらい	水洗い
みずいろ	水色
みずうみ	湖
みずうり	見通
みずおち	水落
みずかみ	水上
みずき	水木,水樹
みずきり	水切り
みずぎ	水着
みずけ	水気
みずこし	水越
みずさきあんない	水先案内
みずさし	水差し
みずしょうばい	水商売
みずしらず	見ず知らず
みずぜめ	水責め
みずたに	水谷
みずたまり	水たまり
みずとき	水溶き
みずな	水菜
みずの	水野
みずのみ	水飲み
みずはけ	水はけ
みずはし	水橋
みずびたし	水浸し
みずほ	瑞穂
みずまし	水増し
みずむし	水虫
みずもの	水物
みずわり	水割り
みせ	店
みせいねん	未成年
みせかけ	見せかけ,見せ掛け
みせさき	店先
みせどころ	見せどころ
みせばん	店番
みそ	味噌
みそぎ	禊
みそしる	味噌汁,みそ汁
みそじ	三十路
みその	美園
みぞ	溝
みた	三田
みたか	三鷹
みたけ	三嶽
みたて	見立て,見立
みため	見た目
みだし	見出し
みだれ	乱れ
みち	道,路,未知
みちあんない	道案内
みちきた	道北
みちざね	道真
みちじゅん	道順
みちすう	未知数
みちそと	道外
みちのり	道のり
みちばた	道端
みっかい	密会
みっこう	密行
みっしゅう	密集
みっちゃく	密着
みっつ	三つ
みっぺい	密閉
みつ	密,蜜
みつい	三井,光井
みついし	三石
みついすみともぎんこう	三井住友銀行
みついぶっさん	三井物産
みつお	光央
みつけ	見附,見付
みつこし	三越
みつざかい	三ツ境
みつづか	三塚
みつてる	光照
みつとも	光友
みつど	密度
みつびし	三菱
みつびしじゅうこう	三菱重工
みつびしでんき	三菱電機
みつまた	三叉
みつもり	見積もり,見積,見積り
みつや	三矢,三ツ矢
みつよ	光代
みつりん	密林
みつる	満,統,盈
みづき	美月
みてい	未定
みていぎ	未定義
みてくれ	見てくれ
みと	水戸
みとう	未踏
みとおし	見通し
みとこうもん	水戸黄門
みとりず	見取り図
みどうすじ	御堂筋
みどうすじせん	御堂筋線
みどく	未読
みどころ	見所
みどり	緑,翠
みどりがおか	緑ヶ丘
みどりこ	みどり湖
みどりのひ	みどりの日
みな	美奈
みない	薬袋
みなおし	見直し
みなさま	皆様
みなさん	皆さん
みなと	港
みなとちょう	港町
みなの	皆野
みなみ	南
みなみうらわ	南浦和
みなみおおさわ	南大沢
みなみかぜ	南風
みなみかやべ	南茅部
みなみかんとう	南関東
みなみがわ	南側
みなみぐち	南口
みなみさわ	南沢
みなみしながわ	南品川
みなみつる	南都留
みなみまち	南町
みなみもり	南森
みなみやまて	南山手
みなもと	源
みなもときっちょうあん	源吉兆庵
みならい	見習い
みなり	身なり
みぬま	見沼
みね	峰,ミ子
みのう	未納
みのうえ	身の上
みのがし	見逃し
みのしろきん	身代金
みのたけ	身の丈
みのぶせん	身延線
みのまわり	身の回り
みのり	稔,実り
みのる	実,稔,年
みはら	三原
みはらい	未払い
みはらし	見晴らし
みはり	見張り
みはる	見晴
みばえ	見栄え
みひとつ	身一つ
みひらき	見開き
みふゆ	美冬
みぶ	壬生
みぶでら	壬生寺
みぶり	身振り
みぶん	身分
みほ	美帆
みほん	見本
みま	水間
みまい	見舞い,見舞
みまね	見まね
みまわり	見回り
みみ	耳
みみうち	耳打ち
みみなり	耳鳴り
みみもと	耳元
みもだえ	身もだえ
みゃく	脈
みゃくどう	脈動
みゃくはく	脈拍
みや	宮
みやうち	宮内
みやがわ	宮川
みやぎ	宮城
みやけ	三宅
みやげ	土産
みやげもの	土産物
みやこし	宮越
みやさこ	宮迫
みやざき	宮崎
みやざわ	宮澤,宮沢
みやした	宮下
みやじま	宮島
みやた	宮田
みやつこ	造
みやの	宮野
みやのさわ	宮の沢
みやのした	宮ノ下
みやのもり	宮の森,宮森
みやび	雅
みやべ	宮部
みやまえ	宮前
みやもり	宮森
みゆ	美優
みゆき	幸
みょう	妙
みょうじ	名字,苗字
みょうじょう	明星
みょうじん	明神
みょうり	冥利
みよし	三好
みより	身寄り
みらい	未来
みりょく	魅力
みる	見
みれい	美玲
みれん	未練
みん	民
みんえい	民営
みんか	民家
みんかん	民間
みんしゅ	民主
みんしゅとう	民主党
みんじ	民事
みんせい	民生
みんぞく	民族,民俗
みんちょう	明朝
みんぽう	民法
む	無
むい	無為
むいしき	無意識
むいみ	無意味
むえん	無援
むおん	無音
むかい	向かい,向,向い,向井,迎
むかいがわ	向かい側
むかえ	迎え,迎
むかしばなし	昔話
むかんけい	無関係
むがい	無害
むき	向き
むきしつ	無機質
むきず	無傷
むきだし	剥き出し,むき出し
むきぶつ	無機物
むきゅう	無給
むきりょく	無気力
むぎ	麦
むぎちゃ	麦茶
むぎめし	麦飯
むく	無垢
むくち	無口
むくのき	椋木
むけ	向け
むげ	無碍,無下
むげん	無限
むこ	婿
むこう	向こう,無効,向
むこうぎし	向こう岸
むごん	無言
むさし	武蔵
むさしがおか	武蔵丘
むさしこがねい	武蔵小金井
むさしさかい	武蔵境
むさしだい	武蔵台
むさしの	武蔵野
むさしのおんだい	武蔵野音大
むさしのせん	武蔵野線
むさしむらやま	武蔵村山
むざい	無罪
むざん	無惨
むし	無視,虫
むしくい	虫食い
むしば	虫歯
むしぶろ	蒸し風呂
むしめがね	虫めがね
むしゃ	武者
むしやき	蒸し焼き
むしょう	無償
むしょく	無職
むしよけ	虫除け
むしん	無心,無神
むしんけい	無神経
むじ	無地
むじつ	無実
むじゃき	無邪気
むじゅん	矛盾
むじょう	無情,無常
むじょうけん	無条件
むじるし	無印
むじん	無人
むじんとう	無人島
むすう	無数
むすこ	息子
むすびつき	結び付き
むすぶ	結
むすめ	娘
むせい	夢精,無性
むせきにん	無責任
むせん	無線
むそう	無双,夢想
むぞうさ	無造作
むぞり	無反
むた	牟田
むだ	無駄
むだづかい	無駄遣い
むだん	無断
むち	無知
むちゃ	無茶
むちゃくちゃ	無茶苦茶
むちゅう	夢中
むついちかわ	陸奥市川
むつぎり	六つ切り
むとう	武藤
むとんじゃく	無頓着
むなかた	宗像
むなくそ	胸糞,胸くそ
むなばた	南畠
むなもと	胸元
むね	胸,旨,棟
むねきゅん	胸きゅん
むねやけ	胸焼け
むねん	無念
むひょうじょう	無表情
むびょう	無病
むほう	無法
むほん	謀反
むま	夢魔
むめい	無名
むゆうびょう	夢遊病
むよう	無用
むら	村,斑
むらい	村井
むらおか	村岡
むらかみ	村上
むらき	村木
むらさき	紫
むらさきいろ	紫色
むらた	村田
むらたせいさくしょ	村田製作所
むらなか	村中
むらぬし	村主
むらはし	村橋
むらはちぶ	村八分
むらびと	村人
むらまつ	村松
むらもと	村本
むらやくば	村役場
むらやま	村山
むり	無理
むりやり	無理矢理,無理やり
むりょう	無料,無量
むりょく	無力
むれ	群れ
むろ	室
むろうじ	室生寺
むろらん	室蘭
め	目,芽,眼
めあて	目当て
めい	明,姪,芽衣
めいあん	明暗
めいい	名医
めいか	名家,銘菓
めいかい	明快
めいかく	明確
めいがら	銘柄
めいき	明記
めいきゅう	迷宮
めいきょく	名曲
めいぎ	名義
めいげつ	名月
めいげん	明言,名言
めいさい	明細,迷彩
めいさく	名作
めいさん	名産
めいし	名刺,名詞
めいしょ	名所
めいしょう	名称
めいしん	名神
めいじ	明示,明治
めいじだい	明治大
めいじだいがく	明治大学
めいせい	名声
めいせいだいがく	明星大学
めいせき	明晰
めいそう	迷走
めいだい	命題
めいてい	酩酊
めいてつ	名鉄
めいでんしゃ	明電舎
めいにち	命日
めいはく	明白
めいふく	冥福
めいぶつ	名物
めいぶん	名分
めいぶんか	明文化
めいぼ	名簿
めいめい	命名
めいめつ	明滅
めいもく	名目
めいもん	名門
めいよ	名誉
めいりょう	明瞭
めいりん	明倫
めいれい	命令
めいろ	迷路
めいわく	迷惑
めうえ	目上
めうつり	目移り
めかくし	目隠し
めがしら	目頭
めがね	眼鏡
めがねばし	眼鏡橋
めがみ	女神
めきき	目利き
めくばせ	目配せ
めぐすり	目薬
めぐみ	恵
めぐろ	目黒
めさき	目先
めざまし	目覚まし
めざめ	目覚め,目覚
めし	飯
めしあい	飯合
めした	目下
めしもり	飯盛
めじり	目じり
めじるし	目印
めじろ	目白
めじろおし	目白押し
めじろだい	目白台
めす	雌
めせん	目線
めだま	目玉
めだまやき	目玉焼き
めった	滅多
めつ	滅
めつぼう	滅亡
めど	目処
めのこ	目の子
めのした	目の下
めぼし	目星
めまい	目眩,眩暈
めもと	目元
めもようし	メモ用紙
めもり	目盛
めやす	目安
めん	麺,面,免,綿
めんえき	免疫
めんか	綿花
めんかい	面会
めんきょ	免許
めんくい	面食い
めんこ	面子
めんしき	面識
めんしょく	免職
めんじょ	免除
めんせき	面積,免責
めんせつ	面接
めんぜい	免税
めんぜん	面前
めんたい	明太
めんたいこ	明太子
めんだん	面談
めんどう	面倒
めんぼう	綿棒,麺棒
めんぼく	面目
めんめん	面々
めんるい	麺類
も	模,藻
もいわやま	藻岩山
もう	毛
もうけ	儲け
もうさいけっかん	毛細血管
もうしこみ	申し込み,申込
もうしたて	申立
もうしで	申し出
もうしぶん	申し分
もうしょ	猛暑
もうしわけ	申し訳
もうじゅう	猛獣
もうじん	盲人
もうせい	猛省
もうそう	妄想
もうてん	盲点
もうで	詣で
もうどうけん	盲導犬
もうどく	猛毒
もうふ	毛布
もうまく	網膜
もうもく	盲目
もうら	網羅
もうり	毛利
もうれつ	猛烈
もうろう	朦朧
もえ	萌
もえぎ	萌黄
もえぎいろ	もえぎ色
もえこ	萌子
もおか	真岡
もぎ	模擬
もくぎょ	木魚
もくげき	目撃
もくさつ	黙殺
もくざい	木材
もくし	目視,目指
もくせい	木製,木星
もくぜん	目前
もくぞう	木造
もくてき	目的
もくと	目途,目と
もくとう	黙祷
もくひょう	目標
もくめ	木目
もくろく	目録
もくろみ	目論見
もけい	模型
もさ	猛者
もさく	模索
もし	模試
もしゃ	模写
もしゅ	喪主
もじ	文字
もじしゅ	文字種
もじすう	文字数
もたい	茂田井
もち	餅,望
もちあじ	持ち味
もちかえり	持ち帰り
